Sun Jun  4 00:01:46 2023    info.dat

         389594 function calls (376557 primitive calls) in 1.617 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       15    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
       17    0.000    0.000    0.000    0.000 {method 'get_bitmap_offset' of 'matplotlib.ft2font.FT2Font' objects}
       39    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
        6    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\ticker.py:1651(raise_if_exceeds)
        4    0.000    0.000    0.001    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axis.py:242(set_clip_path)
        8    0.000    0.000    0.000    0.000 {built-in method value}
       28    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        8    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\mpmath\libmp\libmpf.py:454(to_float)
      3/2    0.000    0.000    0.003    0.001 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\add.py:730(_eval_is_odd)
       48    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\core\fromnumeric.py:3241(_around_dispatcher)
        6    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\ma\core.py:671(getdata)
       16    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\transforms.py:263(y0)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\transforms.py:983(p1)
        1    0.000    0.000    1.449    1.449 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\pyplot.py:376(show)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axes\_base.py:1039(get_position)
       26    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axis.py:154(<dictcomp>)
        2    0.000    0.000    0.037    0.019 <frozen importlib._bootstrap>:1038(_gcd_import)
        5    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\mpmath\libmp\libmpf.py:291(from_man_exp)
       14    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\sympify.py:18(__init__)
       46    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\backend_bases.py:847(get_snap)
        1    0.000    0.000    0.000    0.000 {built-in method setAllowedAreas}
        6    0.000    0.000    0.000    0.000 {built-in method x}
       11    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\assumptions.py:461(copy)
       35    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\colors.py:394(<genexpr>)
        9    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\patches.py:474(set_joinstyle)
        4    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\mpl_toolkits\mplot3d\axes3d.py:436(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\backends\backend_qt.py:501(FigureManagerQT)
        1    0.000    0.000    0.000    0.000 {setHighDpiScaleFactorRoundingPolicy}
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\ntpath.py:206(split)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\signal.py:60(getsignal)
        2    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\printing\printer.py:340(_as_ordered_terms)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\functions\elementary\trigonometric.py:111(_peeloff_pi)
        5    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(result_type)
       10    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\core\_methods.py:55(_any)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\tensor\tensor.py:412(_TensorDataLazyEvaluator)
        3    0.000    0.000    0.000    0.000 {built-in method topLeft}
        4    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\symbol.py:340(_hashable_content)
       37    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\core\fromnumeric.py:3340(_mean_dispatcher)
        4    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\_api\deprecation.py:350(<genexpr>)
       18    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axis.py:699(isDefault_majloc)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\backends\backend_qt.py:610(NavigationToolbar2QT)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\printing\numpy.py:45(__init__)
        9    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(moveaxis)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\mpl_toolkits\mplot3d\axis3d.py:192(get_minor_ticks)
        1    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
        4    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\_collections_abc.py:839(values)
        8    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\numbers.py:3583(__eq__)
       14    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\core\numerictypes.py:282(issubclass_)
       18    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\cbook\__init__.py:1749(<genexpr>)
        4    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\collections.py:831(_set_mappable_flags)
       46    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\backend_bases.py:1007(get_hatch_linewidth)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\patches.py:375(set_alpha)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\os.py:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\utilities\lambdify.py:1077(__init__)
       10    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\numbers.py:1463(__hash__)
       34    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\text.py:1313(get_parse_math)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\mpl_toolkits\mplot3d\axes3d.py:203(set_top_view)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\basic.py:523(<setcomp>)
       14    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\cbook\__init__.py:106(__init__)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\typing.py:1223(__getitem__)
        7    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\re.py:202(sub)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\printing\str.py:982(sstr)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\selectors.py:207(_BaseSelectorImpl)
       18    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\__init__.py:275(wrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\codegen\ast.py:1407(Variable)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\backends\backend_qt.py:592(destroy)
       45    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       18    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\core\fromnumeric.py:2107(_clip_dispatcher)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(amin)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(isclose)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\logging\__init__.py:1366(_fixupParents)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\transforms.py:328(ymax)
        8    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\collections.py:760(get_edgecolor)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\figure.py:749(_add_axes_internal)
       21    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axis.py:554(locator)
        2    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\os.py:675(__getitem__)
        5    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\enum.py:451(__members__)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\mul.py:1277(_eval_is_finite)
        8    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\pathlib.py:600(_from_parsed_parts)
       10    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\ma\core.py:1283(_replace_dtype_fields_recursive)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\ma\core.py:3054(__array_wrap__)
        1    0.000    0.000    0.003    0.003 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\cbook\__init__.py:2289(class_factory)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\text.py:237(_get_xy_display)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axes\_subplots.py:42(set_subplotspec)
       30    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axis.py:364(<genexpr>)
        1    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\printing\numpy.py:209(_print_Pow)
        4    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\collections.py:497(set_hatch)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\backend_bases.py:3004(_update_cursor)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\patches.py:271(get_patch_transform)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\gridspec.py:228(__getitem__)
        1    0.000    0.000    0.000    0.000 {built-in method mapFromGlobal}
        4    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.009    0.009 c:\Users\vadqu\Desktop\Proyectos codigo\pymos\core.py:31(__init__)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\typing.py:1016(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\linalg\linalg.py:107(get_linalg_error_extobj)
        2    0.000    0.000    0.000    0.000 {function FigureCanvasBase.resize at 0x00000270D0D3F130}
       38    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\numbers.py:708(class_key)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\logging\__init__.py:1315(getLogger)
        4    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\cm.py:85(__getitem__)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\mpl_toolkits\mplot3d\axes3d.py:1161(grid)
        1    0.000    0.000    0.001    0.001 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\mpl_toolkits\mplot3d\art3d.py:745(set_verts)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\combinatorics\partitions.py:15(Partition)
       27    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
       32    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
        4    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\functools.py:479(lru_cache)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\printing\codeprinter.py:114(_handle_UnevaluatedExpr)
        5    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(norm)
        5    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\numpy\linalg\linalg.py:180(_assert_stacked_2d)
       12    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\colors.py:203(_sanitize_extrema)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\axis.py:1540(get_minor_ticks)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\gridspec.py:207(_check_gridspec_exists)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\gridspec.py:422(get_subplot_params)
       13    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\combinatorics\polyhedron.py:1017(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\combinatorics\free_groups.py:114(FreeGroup)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\utilities\lambdify.py:936(_recursive_to_string)
       10    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\core\core.py:96(__lt__)
        3    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\printing\printer.py:371(__call__)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\sympy\printing\pycode.py:122(_module_format)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python310\lib\socket.py:214(socket)
        1    0.000    0.000    0.000    0.000 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\backends\backend_qt.py:230(_update_screen)
        6    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.generic' objects}
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(where)
        1    0.000    0.000    0.064    0.064 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\pyplot.py:356(new_figure_manager)
        1    0.000    0.000    0.001    0.001 C:\Users\vadqu\AppData\Roaming\Python\Python310\site-packages\matplotlib\collections.py:1153(__init__)
